URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
Pembangunan pagar Polindes;56480300;2018;SIMA;MOGA;PEMALANG;JAWA TENGAH
Penyertaan modal BUMDesa;50000000;2018;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";16250000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);10000000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);608508300;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";250246000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
**)";340877000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";206254900;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";50000000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sambungan Air Bersih ke Rumah
Tangga **)";112439000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Penyediaan Kendaraan Pengangkut Sampah, Gerobak Sampah, Tong
Sampah, Mesin Pengolah Sampah";80000000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Irigasi Tersier;71076000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;11500000;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);63712900;2019;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";31250000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);20000000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";65000000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Sarana Prasarana Posyandu/Polindes/PKD;2200000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa;730890400;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";158769900;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Turap/ Bronjong/ Talud/ Tanggul Desa** (kewenangan desa);203266000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pencegahan dan Penanggulangan COVID 19;150344500;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Penyaluran BLT DD;931200000;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Kios Milik Desa;85007200;2020;SIMA;MOGA;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;MOGA;MOGA;PEMALANG;JAWA TENGAH
NA;NA;2016;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;116919600;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Tembok Penahan Tanah;77705000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Rehabilitasi Gedung PAUD;65000000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Stimulasi RTLH dan  Jamban Keluarga;26000000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Irigasi;78976400;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;69184000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;31637000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;56636000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;92800000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Jalan;60796000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Tembok Penahan Tanah;174867000;2017;MOGA;MOGA;PEMALANG;JAWA TENGAH
PELAKSANAAN PELAYANAN KESEHATAN;10000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA;50000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;488600000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN JAMBAN KELUARGA;5000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
FASILITASI DAN STIMULASI PEMUGARAN RUMAH TIDAK LAYAK HUNI;30000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Sarana Air Bersih Berskala Desa;50000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Sarana Olah Raga;507860000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Gapura Jalan Lingkungan;40000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pelatihan Aparatur Pemerintah Desa;10000000;2018;MOGA;MOGA;PEMALANG;JAWA TENGAH
Penyusunan Dokumen Perencanaan Desa (RPJMDesa/RKPDesa dll);15000000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;82000000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah NonFormal Milik Desa
(Honor, Pakaian dll)";11550000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);28700000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";1000000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Usaha Tani **);148033000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";20000000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana dan Prasarana
Kepemudaan & Olahraga Milik Desa";600000000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kepala Desa;1500000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;13500000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
Penyuluhan dan Pelatihan Pendidikan bagi Masyarakat;4750000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";531161000;2019;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana/Prasarana
Perpustakaan/Taman";353177500;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);33168000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembuatan/Pemutakhiran Peta Wilayah dan Sosial Desa (Dipilih);22870000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana Prasarana Olah Raga/
Gedung Serba Guna";200000000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitasi/Peningkatan Jaringan Listrik/ Penerangan Desa;10000000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);16000000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";22924000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
kegiatan penanggulangan bencana covid 19;221000000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
penangganan keadaan mendesak;446400000;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";274911500;2020;MOGA;MOGA;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
NA;NA;2016;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Stimulasi RTLH;26000000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengadaan alat kesenian Karang Taruna;877000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;71897000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;30985200;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;1666000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;8500000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;94700000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;184400000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;100367000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;39840000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;531644000;2017;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;1124152000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
FASILITASI DAN STIMULASI PEMUGARAN RUMAH TIDAK LAYAK HUNI;19000000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Talud;44900000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Jembatan Desa;70000000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
SID;50000000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyertaan modal BUMDesa;150000000;2018;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Gedung/Prasarana Kantor Desa;5000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pelayanan Administrasi Umum dan  Kependudukan;3050000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyusunan, Pendataan, dan Pemutakhiran Profil Desa **);3300000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengelolaan Adminstrasi dan Kearsipan Pemerintahan Desa;3500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pemetaan dan Analisis Kemiskinan Desa secara Partisipatif;3050000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaraan Musyawarah Perencanaan Desa/Pembahasan APBDes
(Reguler)";7350000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaraan Musyawaran Desa Lainnya (Musdus, rembug desa Non
Reguler)";4700000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyusunan Dokumen Perencanaan Desa (RPJMDesa/RKPDesa dll);8400000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyusunan Kebijakan Desa (Perdes/Perkades selain
Perencanaan/Keuangan)";2300000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyusunan Laporan Kepala Desa, LPPDesa dan Informasi Kepada
Masyarakat";2450000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;30000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyusunan dan Penetapan Standar Satuan Harga Desa;4750000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Administrasi Pertanahan (Pendaftaran Tanah dan Pemberian Registrasi
Agenda Pertanahan)";3000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Kegiatan Mediasi Konflik Pertanahan;1750000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Dukungan Penyelenggaran PAUD (APE, Sarana PAUD dst);5000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan
Sarana/Prasarana/Alat Peraga";3050000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pengelolaan Perpustakaan Milik Desa (Pengadaan Buku, Honor, Taman
Baca)";18488560;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Dukungan Sarana Prasana Pendidikan PAUD/TK/TPA/TKA/TPQ/Madrasah
Non-Formal Bukan Milik Desa (dalam b";5500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Fasilitas Kesehatan (Mobil Siaga/Ambulan Desa);4000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);5500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyuluhan dan Pelatihan Bidang Kesehatan (Untuk Masy, Tenaga dan
Kader Kesehatan dll)";2800000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Desa Siaga Kesehatan;1000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengasuhan Bersama atau Bina Keluarga Balita (BKB);2500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Sarana Prasarana Posyandu/Polindes/PKD;5500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";30000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pemantauan dan Pencegahan Penyalahgunaan Narkoba dan Zat Adiktif Di
Desa";1000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaraan Promosi Kesehatan dan Gerakan Hidup Bersih dan
Sehat";1000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);131342500;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman **)";33981840;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";101615500;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembuatan/Pemutakhiran Peta Wilayah dan Sosial Desa **);3500000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyusunan Dokumen Perencanaan Tata Ruang Desa;3000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";30000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengelolaan Lingkungan Hidup Milik Desa;3000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pelatihan/Sosialisasi/Penyuluhan/Penyadaran tentang LH dan
Kehutanan **)";1000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);3000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penguatan & Peningkatan Kapasitas Tenaga Keamanan/Ketertiban oleh
Pemdes";30000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);107688500;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);78195400;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);43246500;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);250000000;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Prasarana Jalan Desa (Gorong,
selokan dll)";128763200;2019;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;15000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);44600000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";40000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jalan Lingkungan
Permukiman (Dipilih)";128760200;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);15000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penguatan & Peningkatan Kapasitas Tenaga Keamanan/Ketertiban oleh
Pemdes";20000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Penanggulangan Bencana COVID -19  SATGAS DEsa LAwan COVID;250000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Penanggulangan Bencana COVID-19 Pembuatan Masker ( PKTD - Masker );150000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
Pennyelenggaraan PEnanggulangan KEadaan Mendesak DEsa Bantuan Langsung Tunai;1206000000;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";19131500;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";132661300;2020;BANYUMUDAL;MOGA;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
NA;NA;2016;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;152250000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Stimulasi RTLH dan Jamban Keluarga;26000000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pengembangan Sistem Informasi Desa;26000000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Jembatan;227832000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pengadaan Sarpras Lampu Penerangan Jalan;345915000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;76523000;2017;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pelaksanaan Pelayanan Kesehatan;10000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Dan Pemeliharaan Jalan Desa;41691000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan BENDUNGAN;509434000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Dan Pemeliharaan sanitasi lingkungan;26000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan dan Operasional BUMDES;100000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pelatihan Pengelola BUMDesa;5000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pelatihan Pengelolaan Keuangan Desa;3000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pelatihan KPMD;5000000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan dan Pemeliharaan Talud;398874000;2018;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sarana/Prasarana
Perpustakaan/Taman";200000000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Rehabilitas/Peningkatan/Pengerasan Jalan Desa **);214340800;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengerasan Jembatan Milik Desa
**)";36729600;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";227200200;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Dukungan Pelaksanaan Program Pembangunan/Rehab Rumah Tidak
Layak Huni GAKIN";20000000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Sambungan Air Bersih ke Rumah
Tangga **)";130794075;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Dukungan Pelaksanaan Program Jambanisasi untuk Keluarga Miskin;30000000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pemeliharaan Saluran Irigasi Tersier/Sederhana;85880000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembangunan/Peningkatan Irigasi Tersier;37289500;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas Kepala Desa;1500000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapatitas Perangkat Desa;10000000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Peningkatan Kapasitas BPD;5000000;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";378341700;2019;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaran PAUD/TK/TPA/TKA/TPQ/Madrasah Non-Formal Milik Desa
(Honor, Pakaian dll)";9600000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Penyelenggaraan Pos Kesehatan Desa/Polindes Milik Desa (obat, Insentif,
KB, dsb)";6550000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Posyandu (Mkn Tambahan, Kls Bumil, Lamsia, Insentif);10000000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan/Pengadaan Sarana/Prasarana
Posyandu/Polindes/PKD **";2505000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembuatan/Pemutakhiran Peta Wilayah dan Sosial Desa (Dipilih);10000000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Penyelenggaraan Informasi Publik Desa (Poster, Baliho Dll);5000000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembuatan dan Pengelolaan Jaringan/Instalasi Komunikasi dan Informasi
Lokal Desa";36600000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Pembentukan/Fasilitasi/Pelatihan/Pendampingan kelompok usaha ekonomi produktif  (pengrajin, pedagang, industri rumah tangga, dll) **;65000000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
Penanggulangan Bencana Covid-19;148147200;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
BLT DESA;646200000;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
"Pembangunan/Rehabilitasi/Peningkatan Turap/Bronjong/ Talud/ Tanggul
Desa** (kewenangan desa)";491458800;2020;WANGKELANG;MOGA;PEMALANG;JAWA TENGAH
URAIAN KEGIATAN;ANGGARAN(Rp.);Tahun;Desa;Kecamatan;Kabupaten;Provinsi
NA;NA;2015;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
NA;NA;2016;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN KONTRUKSI JARINGAN AIR;499420800;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;143240000;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TURAP/BRONJONG TALUD DESA;69596200;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PENGEMBANGAN SARANA PRASARANA KOMUNIKASI DAN INFORMATIKA;25911000;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
FASILITASI DAN STIMULASI PEMUGARAN RUMAH TIDAK LAYAK HUNI;26000000;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Drainase;28781000;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
Pembangunan Saluran Irigasi;39419000;2017;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN JALAN DESA;85322000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN DAN PEMELIHARAAN TURAP/BRONJONG TALUD DESA;74147000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PEMBANGUNAN PENUNJANG PARIWISATA;311664000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
PENINGKATAN KAPASITAS SUMBER DAYA APARATUR PEMERINTAH DESA;3500000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
Pelatihan KPMD;3500000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
Fasilitasi kesehatan Desa;5000000;2018;KEBANGGAN;MOGA;PEMALANG;JAWA TENGAH
